Evacuees;Number of debris;Level of destruction;HP Tire;Mission status
7;1;0.13;70;Completed
7;1;0.11;73;Completed
7;1;0.12;71;Completed
7;1;0.1;75;Completed
7;1;0.12;85;Completed
7;1;0.1;83;Completed
7;1;0.13;89;Completed
7;1;0.11;88;Completed
7;1;0.14;87;Completed
7;1;0.12;93;Completed
7;1;0.14;98;Completed
7;1;0.1;92;Completed
7;1;0.11;97;Completed
7;1;0.13;90;Completed
7;1;0.13;102;Completed
7;1;0.11;106;Completed
7;1;0.1;101;Completed
7;1;0.12;109;Completed
7;1;0.14;105;Completed
7;1;0.13;112;Completed
7;1;0.11;115;Completed
7;1;0.12;114;Completed
7;1;0.1;117;Completed
7;1;0.14;111;Completed
7;1;0.13;121;Completed
7;1;0.12;129;Completed
7;1;0.14;126;Completed
7;1;0.11;127;Completed
7;1;0.1;124;Completed
7;1;0.13;139;Completed
7;1;0.1;136;Completed
7;1;0.14;138;Completed
7;1;0.11;132;Completed
7;1;0.12;133;Completed
7;1;0.14;149;Completed
7;1;0.11;146;Completed
7;1;0.1;148;Completed
7;1;0.13;140;Completed
7;1;0.12;145;Completed
7;1;0.1;154;Completed
7;1;0.12;158;Completed
7;1;0.11;151;Completed
7;1;0.14;155;Completed
7;1;0.13;153;Completed
7;1;0.1;162;Completed
7;1;0.13;160;Completed
7;1;0.11;164;Completed
7;1;0.14;168;Completed
7;1;0.12;163;Completed
7;1;0.13;175;Completed
7;1;0.1;173;Completed
7;1;0.12;170;Completed
7;1;0.14;179;Completed
7;1;0.11;171;Completed
7;1;0.11;187;Completed
7;1;0.13;182;Completed
7;1;0.14;189;Completed
7;1;0.12;180;Completed
7;1;0.1;184;Completed
7;1;0.13;197;Completed
7;1;0.11;195;Completed
7;1;0.12;190;Completed
7;1;0.14;191;Completed
7;1;0.1;192;Completed
7;1;0.19;4;Failed
7;1;0.16;1;Failed
7;1;0.18;6;Failed
7;1;0.15;8;Failed
7;1;0.17;7;Failed
7;1;0.19;17;Failed
7;1;0.17;19;Failed
7;1;0.18;11;Failed
7;1;0.16;15;Failed
7;1;0.15;18;Failed
7;1;0.19;24;Failed
7;1;0.17;25;Failed
7;1;0.16;27;Completed
7;1;0.18;23;Failed
7;1;0.15;20;Failed
7;1;0.16;34;Completed
7;1;0.15;38;Completed
7;1;0.18;35;Completed
7;1;0.19;31;Completed
7;1;0.17;37;Completed
7;1;0.19;49;Completed
7;1;0.18;42;Completed
7;1;0.17;48;Completed
7;1;0.16;43;Completed
7;1;0.15;40;Completed
7;1;0.19;54;Completed
7;1;0.17;58;Completed
7;1;0.15;55;Completed
7;1;0.18;53;Completed
7;1;0.16;56;Completed
7;1;0.15;62;Completed
7;1;0.19;65;Completed
7;1;0.18;69;Completed
7;1;0.17;67;Completed
7;1;0.16;60;Completed
7;1;0.15;71;Completed
7;1;0.17;72;Completed
7;1;0.16;76;Completed
7;1;0.19;79;Completed
7;1;0.18;77;Completed
7;1;0.19;87;Completed
7;1;0.18;83;Completed
7;1;0.17;80;Completed
7;1;0.15;84;Completed
7;1;0.16;82;Completed
7;1;0.18;99;Completed
7;1;0.19;97;Completed
7;1;0.17;93;Completed
7;1;0.15;96;Completed
7;1;0.16;92;Completed
7;1;0.18;102;Completed
7;1;0.15;101;Completed
7;1;0.19;108;Completed
7;1;0.17;107;Completed
7;1;0.16;104;Completed
7;1;0.17;110;Completed
7;1;0.19;118;Completed
7;1;0.15;114;Completed
7;1;0.18;119;Completed
7;1;0.16;113;Completed
7;1;0.16;122;Completed
7;1;0.17;129;Completed
7;1;0.19;126;Completed
7;1;0.18;121;Completed
7;1;0.15;128;Completed
7;1;0.18;130;Completed
7;1;0.19;137;Completed
7;1;0.16;135;Completed
7;1;0.15;138;Completed
7;1;0.17;139;Completed
7;1;0.17;146;Completed
7;1;0.19;142;Completed
7;1;0.15;143;Completed
7;1;0.16;148;Completed
7;1;0.18;145;Completed
7;1;0.15;157;Completed
7;1;0.17;150;Completed
7;1;0.16;152;Completed
7;1;0.18;151;Completed
7;1;0.19;153;Completed
7;1;0.16;167;Completed
7;1;0.15;160;Completed
7;1;0.17;165;Completed
7;1;0.18;168;Completed
7;1;0.19;166;Completed
7;1;0.19;176;Completed
7;1;0.15;178;Completed
7;1;0.18;174;Completed
7;1;0.16;175;Completed
7;1;0.17;177;Completed
7;1;0.17;185;Completed
7;1;0.16;181;Completed
7;1;0.19;189;Completed
7;1;0.18;184;Completed
7;1;0.15;188;Completed
7;1;0.16;196;Completed
7;1;0.17;197;Completed
7;1;0.15;194;Completed
7;1;0.19;199;Completed
7;1;0.18;190;Completed
7;1;0.21;3;Failed
7;1;0.22;5;Failed
7;1;0.23;8;Failed
7;1;0.2;7;Failed
7;1;0.24;9;Failed
7;1;0.22;10;Failed
7;1;0.23;14;Failed
7;1;0.24;16;Failed
7;1;0.2;18;Failed
7;1;0.21;12;Failed
7;1;0.21;26;Failed
7;1;0.2;24;Failed
7;1;0.24;28;Completed
7;1;0.23;20;Failed
7;1;0.22;29;Completed
7;1;0.24;33;Completed
7;1;0.21;35;Completed
7;1;0.22;34;Completed
7;1;0.2;31;Completed
7;1;0.23;37;Completed
7;1;0.23;44;Completed
7;1;0.22;45;Completed
7;1;0.2;41;Completed
7;1;0.24;46;Completed
7;1;0.21;49;Completed
7;1;0.22;59;Completed
7;1;0.24;53;Completed
7;1;0.23;56;Completed
7;1;0.21;50;Completed
7;1;0.2;55;Completed
7;1;0.23;67;Completed
7;1;0.21;66;Completed
7;1;0.24;64;Completed
7;1;0.2;69;Completed
7;1;0.22;60;Completed
7;1;0.24;77;Completed
7;1;0.2;78;Completed
7;1;0.23;72;Completed
7;1;0.22;74;Completed
7;1;0.21;70;Completed
7;1;0.23;83;Completed
7;1;0.24;84;Completed
7;1;0.21;88;Completed
7;1;0.2;87;Completed
7;1;0.22;85;Completed
7;1;0.2;97;Completed
7;1;0.22;94;Completed
7;1;0.24;91;Completed
7;1;0.23;92;Completed
7;1;0.21;95;Completed
7;1;0.22;106;Completed
7;1;0.23;107;Completed
7;1;0.21;102;Completed
7;1;0.2;100;Completed
7;1;0.24;108;Completed
7;1;0.21;114;Completed
7;1;0.2;111;Completed
7;1;0.22;115;Completed
7;1;0.23;110;Completed
7;1;0.24;118;Completed
7;1;0.2;124;Completed
7;1;0.21;129;Completed
7;1;0.23;121;Completed
7;1;0.24;123;Completed
7;1;0.22;128;Completed
7;1;0.21;131;Completed
7;1;0.23;138;Completed
7;1;0.24;137;Completed
7;1;0.22;135;Completed
7;1;0.2;133;Completed
7;1;0.23;149;Completed
7;1;0.22;144;Completed
7;1;0.21;148;Completed
7;1;0.24;140;Completed
7;1;0.2;142;Completed
7;1;0.24;155;Completed
7;1;0.2;154;Completed
7;1;0.21;153;Completed
7;1;0.23;159;Completed
7;1;0.22;158;Completed
7;1;0.2;167;Completed
7;1;0.22;168;Completed
7;1;0.23;164;Completed
7;1;0.21;166;Completed
7;1;0.24;165;Completed
7;1;0.24;176;Completed
7;1;0.21;171;Completed
7;1;0.2;177;Completed
7;1;0.22;170;Completed
7;1;0.23;178;Completed
7;1;0.24;184;Completed
7;1;0.21;181;Completed
7;1;0.2;189;Completed
7;1;0.23;185;Completed
7;1;0.22;186;Completed
7;1;0.22;193;Completed
7;1;0.24;191;Completed
7;1;0.23;198;Completed
7;1;0.2;199;Completed
7;1;0.21;194;Completed
7;1;0.25;8;Failed
7;1;0.27;5;Failed
7;1;0.26;3;Failed
7;1;0.29;6;Failed
7;1;0.28;7;Failed
7;1;0.27;14;Failed
7;1;0.29;13;Failed
7;1;0.25;17;Failed
7;1;0.26;16;Failed
7;1;0.28;10;Failed
7;1;0.27;28;Completed
7;1;0.28;29;Completed
7;1;0.29;24;Failed
7;1;0.25;21;Failed
7;1;0.26;25;Failed
7;1;0.25;37;Completed
7;1;0.28;39;Completed
7;1;0.26;33;Completed
7;1;0.27;30;Completed
7;1;0.29;35;Completed
7;1;0.29;43;Completed
7;1;0.26;44;Completed
7;1;0.27;40;Completed
7;1;0.28;49;Completed
7;1;0.25;48;Completed
7;1;0.27;55;Completed
7;1;0.29;54;Completed
7;1;0.25;51;Completed
7;1;0.26;50;Completed
7;1;0.28;59;Completed
7;1;0.26;65;Completed
7;1;0.29;61;Completed
7;1;0.28;67;Completed
7;1;0.27;60;Completed
7;1;0.25;64;Completed
7;1;0.26;79;Completed
7;1;0.28;71;Completed
7;1;0.29;73;Completed
7;1;0.27;74;Completed
7;1;0.25;75;Completed
7;1;0.28;83;Completed
7;1;0.29;89;Completed
7;1;0.26;81;Completed
7;1;0.27;85;Completed
7;1;0.25;86;Completed
7;1;0.29;99;Completed
7;1;0.27;98;Completed
7;1;0.28;96;Completed
7;1;0.26;91;Completed
7;1;0.25;92;Completed
7;1;0.26;103;Completed
7;1;0.27;102;Completed
7;1;0.25;104;Completed
7;1;0.29;107;Completed
7;1;0.28;105;Completed
7;1;0.26;118;Completed
7;1;0.28;115;Completed
7;1;0.25;112;Completed
7;1;0.29;116;Completed
7;1;0.27;110;Completed
7;1;0.26;129;Completed
7;1;0.25;127;Completed
7;1;0.29;123;Completed
7;1;0.27;128;Completed
7;1;0.28;124;Completed
7;1;0.28;138;Completed
7;1;0.27;133;Completed
7;1;0.26;139;Completed
7;1;0.29;134;Completed
7;1;0.25;132;Completed
7;1;0.26;149;Completed
7;1;0.28;143;Completed
7;1;0.25;147;Completed
7;1;0.29;148;Completed
7;1;0.27;145;Completed
7;1;0.29;154;Completed
7;1;0.27;150;Completed
7;1;0.25;157;Completed
7;1;0.26;152;Completed
7;1;0.28;153;Completed
7;1;0.28;163;Completed
7;1;0.26;164;Completed
7;1;0.27;169;Completed
7;1;0.29;167;Completed
7;1;0.25;160;Completed
7;1;0.28;174;Completed
7;1;0.29;175;Completed
7;1;0.26;172;Completed
7;1;0.27;178;Completed
7;1;0.25;176;Completed
7;1;0.28;187;Completed
7;1;0.29;186;Completed
7;1;0.27;183;Completed
7;1;0.25;182;Completed
7;1;0.26;181;Completed
7;1;0.27;192;Completed
7;1;0.28;197;Completed
7;1;0.25;194;Completed
7;1;0.29;190;Completed
7;1;0.26;191;Completed
7;1;0.33;1;Failed
7;1;0.3;0;Failed
7;1;0.34;8;Failed
7;1;0.31;2;Failed
7;1;0.32;9;Failed
7;1;0.34;10;Failed
7;1;0.31;11;Failed
7;1;0.33;13;Failed
7;1;0.32;18;Failed
7;1;0.3;15;Failed
7;1;0.31;24;Failed
7;1;0.3;26;Failed
7;1;0.34;21;Failed
7;1;0.32;25;Failed
7;1;0.33;29;Completed
7;1;0.32;34;Completed
7;1;0.3;38;Completed
7;1;0.33;31;Completed
7;1;0.31;39;Completed
7;1;0.34;36;Completed
7;1;0.3;45;Completed
7;1;0.31;47;Completed
7;1;0.33;49;Completed
7;1;0.34;48;Completed
7;1;0.32;41;Completed
7;1;0.34;50;Completed
7;1;0.32;52;Completed
7;1;0.3;55;Completed
7;1;0.31;54;Completed
7;1;0.33;56;Completed
7;1;0.3;63;Completed
7;1;0.31;62;Completed
7;1;0.34;61;Completed
7;1;0.33;64;Completed
7;1;0.32;68;Completed
7;1;0.33;75;Completed
7;1;0.34;79;Completed
7;1;0.3;70;Completed
7;1;0.31;71;Completed
7;1;0.32;74;Completed
7;1;0.32;88;Completed
7;1;0.33;80;Completed
7;1;0.3;84;Completed
7;1;0.31;82;Completed
7;1;0.34;87;Completed
7;1;0.34;99;Completed
7;1;0.33;94;Completed
7;1;0.32;97;Completed
7;1;0.31;98;Completed
7;1;0.3;93;Completed
7;1;0.31;100;Completed
7;1;0.33;101;Completed
7;1;0.32;103;Completed
7;1;0.3;106;Completed
7;1;0.34;107;Completed
7;1;0.31;119;Completed
7;1;0.34;111;Completed
7;1;0.32;112;Completed
7;1;0.33;117;Completed
7;1;0.3;113;Completed
7;1;0.31;125;Completed
7;1;0.3;121;Completed
7;1;0.33;124;Completed
7;1;0.32;122;Completed
7;1;0.34;127;Completed
7;1;0.32;139;Completed
7;1;0.34;137;Completed
7;1;0.31;136;Completed
7;1;0.33;134;Completed
7;1;0.3;130;Completed
7;1;0.32;149;Completed
7;1;0.33;140;Completed
7;1;0.3;148;Completed
7;1;0.31;143;Completed
7;1;0.34;145;Completed
7;1;0.32;153;Completed
7;1;0.34;155;Completed
7;1;0.33;156;Completed
7;1;0.3;150;Completed
7;1;0.31;157;Completed
7;1;0.3;164;Completed
7;1;0.33;166;Completed
7;1;0.34;165;Completed
7;1;0.31;169;Completed
7;1;0.32;160;Completed
7;1;0.3;170;Completed
7;1;0.33;175;Completed
7;1;0.32;179;Completed
7;1;0.31;174;Completed
7;1;0.34;177;Completed
7;1;0.32;186;Completed
7;1;0.3;185;Completed
7;1;0.34;188;Completed
7;1;0.33;181;Completed
7;1;0.31;187;Completed
7;1;0.3;193;Completed
7;1;0.32;197;Completed
7;1;0.34;192;Completed
7;1;0.33;191;Completed
7;1;0.31;198;Completed
7;1;0.39;7;Failed
7;1;0.36;1;Failed
7;1;0.35;6;Failed
7;1;0.37;8;Failed
7;1;0.38;9;Failed
7;1;0.35;12;Failed
7;1;0.39;15;Failed
7;1;0.37;17;Failed
7;1;0.38;19;Failed
7;1;0.36;14;Failed
7;1;0.38;20;Failed
7;1;0.39;28;Completed
7;1;0.35;23;Failed
7;1;0.37;22;Failed
7;1;0.36;26;Failed
7;1;0.36;32;Completed
7;1;0.35;31;Completed
7;1;0.37;36;Completed
7;1;0.38;30;Completed
7;1;0.39;38;Completed
7;1;0.38;41;Completed
7;1;0.39;48;Completed
7;1;0.37;47;Completed
7;1;0.35;46;Completed
7;1;0.36;43;Completed
7;1;0.35;58;Completed
7;1;0.36;56;Completed
7;1;0.38;55;Completed
7;1;0.37;52;Completed
7;1;0.39;50;Completed
7;1;0.39;63;Completed
7;1;0.38;67;Completed
7;1;0.37;66;Completed
7;1;0.36;64;Completed
7;1;0.35;69;Completed
7;1;0.37;71;Completed
7;1;0.39;78;Completed
7;1;0.38;77;Completed
7;1;0.36;76;Completed
7;1;0.35;74;Completed
7;1;0.37;80;Completed
7;1;0.36;88;Completed
7;1;0.35;87;Completed
7;1;0.38;86;Completed
7;1;0.39;83;Completed
7;1;0.37;98;Completed
7;1;0.39;95;Completed
7;1;0.38;97;Completed
7;1;0.35;99;Completed
7;1;0.36;94;Completed
7;1;0.38;105;Completed
7;1;0.37;109;Completed
7;1;0.35;101;Completed
7;1;0.36;103;Completed
7;1;0.39;107;Completed
7;1;0.39;110;Completed
7;1;0.35;118;Completed
7;1;0.38;111;Completed
7;1;0.37;114;Completed
7;1;0.36;119;Completed
7;1;0.36;125;Completed
7;1;0.37;122;Completed
7;1;0.35;124;Completed
7;1;0.39;127;Completed
7;1;0.38;123;Completed
7;1;0.35;134;Completed
7;1;0.39;133;Completed
7;1;0.36;139;Completed
7;1;0.37;132;Completed
7;1;0.38;135;Completed
7;1;0.35;147;Completed
7;1;0.38;143;Completed
7;1;0.37;144;Completed
7;1;0.39;146;Completed
7;1;0.36;148;Completed
7;1;0.35;156;Completed
7;1;0.38;157;Completed
7;1;0.36;158;Completed
7;1;0.37;155;Completed
7;1;0.39;153;Completed
7;1;0.36;164;Completed
7;1;0.37;166;Completed
7;1;0.35;169;Completed
7;1;0.38;161;Completed
7;1;0.39;160;Completed
7;1;0.35;177;Completed
7;1;0.39;176;Completed
7;1;0.36;173;Completed
7;1;0.38;171;Completed
7;1;0.37;170;Completed
7;1;0.39;183;Completed
7;1;0.36;189;Completed
7;1;0.38;187;Completed
7;1;0.35;188;Completed
7;1;0.37;184;Completed
7;1;0.37;197;Completed
7;1;0.38;196;Completed
7;1;0.39;192;Completed
7;1;0.36;191;Completed
7;1;0.35;199;Completed
7;1;0.42;3;Failed
7;1;0.43;9;Failed
7;1;0.41;1;Failed
7;1;0.44;7;Failed
7;1;0.4;0;Failed
7;1;0.44;16;Failed
7;1;0.42;15;Failed
7;1;0.41;18;Failed
7;1;0.43;17;Failed
7;1;0.4;13;Failed
7;1;0.43;24;Failed
7;1;0.41;21;Failed
7;1;0.4;25;Failed
7;1;0.42;29;Completed
7;1;0.44;22;Failed
7;1;0.4;35;Completed
7;1;0.43;31;Completed
7;1;0.41;30;Completed
7;1;0.42;33;Completed
7;1;0.44;38;Completed
7;1;0.44;48;Completed
7;1;0.42;45;Completed
7;1;0.4;42;Completed
7;1;0.41;41;Completed
7;1;0.43;40;Completed
7;1;0.4;51;Completed
7;1;0.41;58;Completed
7;1;0.43;55;Completed
7;1;0.42;52;Completed
7;1;0.44;54;Completed
7;1;0.44;61;Completed
7;1;0.42;63;Completed
7;1;0.43;68;Completed
7;1;0.41;64;Completed
7;1;0.4;69;Completed
7;1;0.41;70;Completed
7;1;0.4;76;Completed
7;1;0.44;79;Completed
7;1;0.43;75;Completed
7;1;0.42;77;Completed
7;1;0.41;89;Completed
7;1;0.44;80;Completed
7;1;0.43;81;Completed
7;1;0.4;82;Completed
7;1;0.42;83;Completed
7;1;0.43;93;Completed
7;1;0.4;95;Completed
7;1;0.44;92;Completed
7;1;0.41;90;Completed
7;1;0.42;91;Completed
7;1;0.43;106;Completed
7;1;0.4;108;Completed
7;1;0.42;101;Completed
7;1;0.44;109;Completed
7;1;0.41;100;Completed
7;1;0.44;110;Completed
7;1;0.41;119;Completed
7;1;0.43;117;Completed
7;1;0.42;112;Completed
7;1;0.4;114;Completed
7;1;0.43;128;Completed
7;1;0.44;121;Completed
7;1;0.41;126;Completed
7;1;0.42;120;Completed
7;1;0.4;124;Completed
7;1;0.41;135;Completed
7;1;0.43;139;Completed
7;1;0.4;133;Completed
7;1;0.42;136;Completed
7;1;0.44;138;Completed
7;1;0.44;145;Completed
7;1;0.43;140;Completed
7;1;0.4;143;Completed
7;1;0.42;147;Completed
7;1;0.41;144;Completed
7;1;0.42;152;Completed
7;1;0.4;154;Completed
7;1;0.41;153;Completed
7;1;0.44;155;Completed
7;1;0.43;157;Completed
7;1;0.44;165;Completed
7;1;0.43;167;Completed
7;1;0.42;168;Completed
7;1;0.41;161;Completed
7;1;0.4;164;Completed
7;1;0.44;177;Completed
7;1;0.4;178;Completed
7;1;0.43;176;Completed
7;1;0.41;172;Completed
7;1;0.42;174;Completed
7;1;0.44;189;Completed
7;1;0.43;186;Completed
7;1;0.42;185;Completed
7;1;0.41;184;Completed
7;1;0.4;183;Completed
7;1;0.43;191;Completed
7;1;0.41;194;Completed
7;1;0.4;197;Completed
7;1;0.42;193;Completed
7;1;0.44;195;Completed
7;1;0.46;5;Failed
7;1;0.47;7;Failed
7;1;0.45;3;Failed
7;1;0.49;2;Failed
7;1;0.48;0;Failed
7;1;0.47;13;Failed
7;1;0.45;17;Failed
7;1;0.48;12;Failed
7;1;0.49;16;Failed
7;1;0.46;15;Failed
7;1;0.48;27;Completed
7;1;0.46;28;Completed
7;1;0.47;23;Failed
7;1;0.45;20;Failed
7;1;0.49;29;Completed
7;1;0.46;30;Completed
7;1;0.48;38;Completed
7;1;0.49;33;Completed
7;1;0.47;37;Completed
7;1;0.45;34;Completed
7;1;0.45;46;Completed
7;1;0.49;49;Completed
7;1;0.48;47;Completed
7;1;0.47;45;Completed
7;1;0.46;42;Completed
7;1;0.45;58;Completed
7;1;0.49;56;Completed
7;1;0.48;54;Completed
7;1;0.46;51;Completed
7;1;0.47;50;Completed
7;1;0.47;68;Completed
7;1;0.46;62;Completed
7;1;0.48;65;Completed
7;1;0.49;67;Completed
7;1;0.45;60;Completed
7;1;0.46;74;Completed
7;1;0.47;75;Completed
7;1;0.45;72;Completed
7;1;0.49;73;Completed
7;1;0.48;76;Completed
7;1;0.47;83;Completed
7;1;0.46;89;Completed
7;1;0.48;87;Completed
7;1;0.45;82;Completed
7;1;0.49;81;Completed
7;1;0.47;98;Completed
7;1;0.48;96;Completed
7;1;0.45;97;Completed
7;1;0.49;92;Completed
7;1;0.46;91;Completed
7;1;0.46;104;Completed
7;1;0.47;103;Completed
7;1;0.49;109;Completed
7;1;0.48;107;Completed
7;1;0.45;105;Completed
7;1;0.48;112;Completed
7;1;0.49;113;Completed
7;1;0.46;119;Completed
7;1;0.45;118;Completed
7;1;0.47;114;Completed
7;1;0.49;129;Completed
7;1;0.46;126;Completed
7;1;0.45;120;Completed
7;1;0.48;121;Completed
7;1;0.47;123;Completed
7;1;0.48;135;Completed
7;1;0.47;136;Completed
7;1;0.45;134;Completed
7;1;0.49;133;Completed
7;1;0.46;131;Completed
7;1;0.46;143;Completed
7;1;0.48;149;Completed
7;1;0.45;141;Completed
7;1;0.47;144;Completed
7;1;0.49;140;Completed
7;1;0.47;157;Completed
7;1;0.48;151;Completed
7;1;0.49;159;Completed
7;1;0.46;152;Completed
7;1;0.45;155;Completed
7;1;0.49;165;Completed
7;1;0.45;168;Completed
7;1;0.48;161;Completed
7;1;0.46;166;Completed
7;1;0.47;162;Completed
7;1;0.48;176;Completed
7;1;0.49;174;Completed
7;1;0.46;177;Completed
7;1;0.47;172;Completed
7;1;0.45;171;Completed
7;1;0.46;181;Completed
7;1;0.49;182;Completed
7;1;0.48;180;Completed
7;1;0.47;183;Completed
7;1;0.45;185;Completed
7;1;0.46;198;Completed
7;1;0.48;190;Completed
7;1;0.45;195;Completed
7;1;0.49;191;Completed
7;1;0.47;194;Completed
7;1;0.54;8;Failed
7;1;0.5;3;Failed
7;1;0.52;2;Failed
7;1;0.53;5;Failed
7;1;0.51;1;Failed
7;1;0.5;13;Failed
7;1;0.54;15;Failed
7;1;0.51;18;Failed
7;1;0.52;17;Failed
7;1;0.53;19;Failed
7;1;0.5;28;Completed
7;1;0.52;25;Failed
7;1;0.54;27;Completed
7;1;0.53;26;Failed
7;1;0.51;29;Completed
7;1;0.51;33;Completed
7;1;0.52;30;Completed
7;1;0.54;36;Completed
7;1;0.5;35;Completed
7;1;0.53;32;Completed
7;1;0.53;48;Completed
7;1;0.52;44;Completed
7;1;0.54;46;Completed
7;1;0.51;42;Completed
7;1;0.5;47;Completed
7;1;0.5;59;Completed
7;1;0.52;57;Completed
7;1;0.51;52;Completed
7;1;0.53;54;Completed
7;1;0.54;50;Completed
7;1;0.5;64;Completed
7;1;0.54;60;Completed
7;1;0.53;69;Completed
7;1;0.51;68;Completed
7;1;0.52;61;Completed
7;1;0.5;70;Completed
7;1;0.52;72;Completed
7;1;0.54;78;Completed
7;1;0.53;79;Completed
7;1;0.51;74;Completed
7;1;0.52;84;Completed
7;1;0.51;86;Completed
7;1;0.53;83;Completed
7;1;0.5;82;Completed
7;1;0.54;88;Completed
7;1;0.51;92;Completed
7;1;0.52;99;Completed
7;1;0.53;97;Completed
7;1;0.5;90;Completed
7;1;0.54;93;Completed
7;1;0.5;103;Completed
7;1;0.54;104;Completed
7;1;0.52;109;Completed
7;1;0.51;108;Completed
7;1;0.53;107;Completed
7;1;0.51;111;Completed
7;1;0.52;110;Completed
7;1;0.5;112;Completed
7;1;0.54;116;Completed
7;1;0.53;113;Completed
7;1;0.53;127;Completed
7;1;0.5;128;Completed
7;1;0.52;122;Completed
7;1;0.51;121;Completed
7;1;0.54;123;Completed
7;1;0.52;131;Completed
7;1;0.53;134;Completed
7;1;0.5;139;Completed
7;1;0.51;130;Completed
7;1;0.54;137;Completed
7;1;0.52;140;Completed
7;1;0.54;143;Completed
7;1;0.51;148;Completed
7;1;0.53;147;Completed
7;1;0.5;142;Completed
7;1;0.52;153;Completed
7;1;0.54;158;Completed
7;1;0.51;154;Completed
7;1;0.5;151;Completed
7;1;0.53;159;Completed
7;1;0.54;160;Completed
7;1;0.52;163;Completed
7;1;0.51;169;Completed
7;1;0.53;166;Completed
7;1;0.5;161;Completed
7;1;0.51;171;Completed
7;1;0.5;178;Completed
7;1;0.52;176;Completed
7;1;0.54;173;Completed
7;1;0.53;174;Completed
7;1;0.53;185;Completed
7;1;0.51;189;Completed
7;1;0.52;186;Completed
7;1;0.54;187;Completed
7;1;0.5;184;Completed
7;1;0.54;193;Completed
7;1;0.5;194;Completed
7;1;0.52;191;Completed
7;1;0.53;190;Completed
7;1;0.51;199;Completed
7;1;0.59;8;Failed
7;1;0.56;5;Failed
7;1;0.57;1;Failed
7;1;0.55;9;Failed
7;1;0.58;2;Failed
7;1;0.58;18;Failed
7;1;0.56;17;Failed
7;1;0.57;12;Failed
7;1;0.55;11;Failed
7;1;0.59;14;Failed
7;1;0.56;21;Failed
7;1;0.55;28;Completed
7;1;0.59;24;Failed
7;1;0.57;29;Completed
7;1;0.58;27;Completed
7;1;0.58;34;Completed
7;1;0.55;32;Completed
7;1;0.56;36;Completed
7;1;0.59;39;Completed
7;1;0.57;37;Completed
7;1;0.59;46;Completed
7;1;0.56;40;Completed
7;1;0.57;44;Completed
7;1;0.58;42;Completed
7;1;0.55;43;Completed
7;1;0.55;56;Completed
7;1;0.57;58;Completed
7;1;0.59;50;Completed
7;1;0.58;52;Completed
7;1;0.56;51;Completed
7;1;0.58;64;Completed
7;1;0.55;60;Completed
7;1;0.57;61;Completed
7;1;0.59;62;Completed
7;1;0.56;63;Completed
7;1;0.58;79;Completed
7;1;0.57;71;Completed
7;1;0.56;74;Completed
7;1;0.59;70;Completed
7;1;0.55;77;Completed
7;1;0.56;84;Completed
7;1;0.58;85;Completed
7;1;0.55;88;Completed
7;1;0.57;82;Completed
7;1;0.59;83;Completed
7;1;0.59;97;Completed
7;1;0.57;99;Completed
7;1;0.56;90;Completed
7;1;0.58;96;Completed
7;1;0.55;98;Completed
7;1;0.58;109;Completed
7;1;0.57;101;Completed
7;1;0.56;103;Completed
7;1;0.59;106;Completed
7;1;0.55;104;Completed
7;1;0.57;111;Completed
7;1;0.56;110;Completed
7;1;0.59;115;Completed
7;1;0.58;112;Completed
7;1;0.55;116;Completed
7;1;0.58;129;Completed
7;1;0.57;126;Completed
7;1;0.56;121;Completed
7;1;0.59;120;Completed
7;1;0.55;124;Completed
7;1;0.55;136;Completed
7;1;0.58;134;Completed
7;1;0.56;138;Completed
7;1;0.57;137;Completed
7;1;0.59;132;Completed
7;1;0.58;143;Completed
7;1;0.56;145;Completed
7;1;0.55;147;Completed
7;1;0.59;144;Completed
7;1;0.57;141;Completed
7;1;0.59;154;Completed
7;1;0.55;153;Completed
7;1;0.56;150;Completed
7;1;0.58;152;Completed
7;1;0.57;158;Completed
7;1;0.59;163;Completed
7;1;0.56;160;Completed
7;1;0.58;164;Completed
7;1;0.57;165;Completed
7;1;0.55;169;Completed
7;1;0.58;174;Completed
7;1;0.55;179;Completed
7;1;0.57;176;Completed
7;1;0.59;171;Completed
7;1;0.56;175;Completed
7;1;0.59;189;Completed
7;1;0.58;181;Completed
7;1;0.55;185;Completed
7;1;0.56;187;Completed
7;1;0.57;182;Completed
7;1;0.58;192;Completed
7;1;0.56;191;Completed
7;1;0.59;190;Completed
7;1;0.57;194;Completed
7;1;0.55;196;Completed
7;1;0.61;7;Failed
7;1;0.64;3;Failed
7;1;0.63;8;Failed
7;1;0.6;1;Failed
7;1;0.62;0;Failed
7;1;0.62;19;Failed
7;1;0.6;14;Failed
7;1;0.61;13;Failed
7;1;0.64;17;Failed
7;1;0.63;15;Failed
7;1;0.61;26;Failed
7;1;0.6;22;Failed
7;1;0.62;21;Failed
7;1;0.63;28;Completed
7;1;0.64;29;Completed
7;1;0.64;39;Completed
7;1;0.6;35;Completed
7;1;0.62;30;Completed
7;1;0.61;36;Completed
7;1;0.63;37;Completed
7;1;0.62;44;Completed
7;1;0.63;43;Completed
7;1;0.64;40;Completed
7;1;0.61;41;Completed
7;1;0.6;48;Completed
7;1;0.62;58;Completed
7;1;0.64;56;Completed
7;1;0.61;50;Completed
7;1;0.63;57;Completed
7;1;0.6;51;Completed
7;1;0.61;69;Completed
7;1;0.6;63;Completed
7;1;0.62;62;Completed
